,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
KY,243.451998901367,0.0,241.093997192383,0.0,247.712002563477,0.0,248.612002563477,0.0,248.311000823975,0.0,246.596499633789,0.0,242.773999786377,0.0,239.92200088501
LA,231.874002075195,0.0,232.657998657227,0.0,232.701998901367,0.0,232.967999267578,0.0,235.686999511719,0.0,233.606999969482,0.0,234.545498657227,0.0,234.462000274658
ME,250.473999023438,0.0,251.557998657227,0.0,248.489999389649,0.0,249.082000732422,0.0,247.707499694824,0.0,250.066000366211,0.0,247.899001312256,0.0,243.128000640869
MD,236.717999267578,0.0,243.839999389648,0.0,245.542001342773,0.0,248.67799987793,0.0,251.431000518799,0.0,244.340500640869,0.0,242.12799911499,0.0,239.924500274658
MA,253.388000488281,0.0,253.509997558594,0.0,253.506002807617,0.0,254.856002807617,0.0,255.838497924805,0.0,253.806500244141,0.0,256.708500671387,0.0,251.585498046875
MI,240.42600402832,0.0,239.803997802734,0.0,239.604000854492,0.0,245.058004760742,0.0,245.480500030518,0.0,243.697999572754,0.0,244.683000183106,0.0,240.97200012207
MN,248.596002197266,0.0,249.291998291016,0.0,251.509997558594,0.0,250.797998046875,0.0,251.70000076294,0.0,250.673999786377,0.0,247.954502105713,0.0,241.700501251221
MS,228.985998535156,0.0,229.17799987793,0.0,229.733999633789,0.0,232.423999023438,0.0,232.087497711181,0.0,230.558999633789,0.0,233.494499206543,0.0,234.056999206543
MO,244.318002319336,0.0,242.781997680664,0.0,247.091998291016,0.0,247.633999633789,0.0,246.902000427246,0.0,245.353500366211,0.0,245.44649887085,0.0,241.548498535156
MT,250.31000366211,0.0,254.410000610352,0.0,252.698001098633,0.0,255.031997680664,0.0,253.761000823975,0.0,251.15899887085,0.0,247.922001647949,0.0,244.091499328613
NE,248.273999023437,0.0,247.466003417969,0.0,249.007998657227,0.0,249.635998535156,0.0,249.461498260498,0.0,250.71549911499,0.0,248.383999633789,0.0,242.027499389649
NV,229.951995849609,0.0,230.129998779297,0.0,232.595999145508,0.0,236.713995361328,0.0,240.035500335693,0.0,238.192998504639,0.0,238.502500915527,0.0,234.890000152588
NH,249.244000244141,0.0,250.894003295898,0.0,250.545999145508,0.0,253.062002563476,0.0,254.249500274658,0.0,255.545000457764,0.0,254.334999084473,0.0,246.701501464844
NJ,248.833999633789,0.0,251.080001831055,0.0,253.035998535156,0.0,254.086001586914,0.0,256.220500946045,0.0,249.306999969482,0.0,252.543000793457,0.0,245.350499725342
NM,229.907998657226,0.0,230.602001953125,0.0,232.990002441406,0.0,235.436001586914,0.0,235.313499450684,0.0,232.926999664307,0.0,232.863000488281,0.0,226.077000427246
NY,243.395999145508,0.0,243.107998657226,0.0,242.561999511719,0.0,244.497998046875,0.0,244.411000061035,0.0,240.363999938965,0.0,240.515000152588,0.0,237.118501281738
NC,236.369998168945,0.0,237.629998779297,0.0,237.52200012207,0.0,241.772000122071,0.0,243.720498657227,0.0,238.835500335693,0.0,241.235501098633,0.0,239.291999053955
ND,251.883999633789,0.0,251.661999511719,0.0,253.909997558594,0.0,250.970001220703,0.0,249.195999145508,0.0,248.829998779297,0.0,245.971000671387,0.0,242.783000946045
OH,245.87799987793,0.0,247.97200012207,0.0,249.335998535156,0.0,248.379995727539,0.0,247.637499237061,0.0,244.056499481201,0.0,245.25,0.0,243.260499572754
OK,240.373999023437,0.0,240.057998657227,0.0,240.575997924805,0.0,240.132000732422,0.0,242.561500549316,0.0,244.253000640869,0.0,241.748499298096,0.0,239.063500213623
OR,241.45,0.0,245.713998413086,0.0,244.535998535157,0.0,243.992001342773,0.0,247.944000244141,0.0,247.365999603272,0.0,244.662000274658,0.0,239.969998931885
PA,245.986001586914,0.0,247.505996704102,0.0,251.039999389648,0.0,245.729998779297,0.0,251.16199798584,0.0,246.366998291016,0.0,247.510999298096,0.0,240.223500823975
RI,238.655999755859,0.0,236.822003173828,0.0,239.345999145508,0.0,243.666000366211,0.0,245.510498809814,0.0,243.678999328613,0.0,242.5875,0.0,238.016999816895
SC,234.710000610352,0.0,236.348001098633,0.0,235.633999633789,0.0,239.86000366211,0.0,240.433999633789,0.0,239.229000091553,0.0,237.622999572754,0.0,235.637500762939
SD,251.194000244141,0.0,252.310000610352,0.0,253.418002319336,0.0,251.399996948242,0.0,249.539499664307,0.0,248.15599822998,0.0,248.494499206543,0.0,241.58999786377
TN,238.38200378418,0.0,239.294000244141,0.0,240.342004394531,0.0,237.347998046875,0.0,244.922500610352,0.0,243.812998962402,0.0,240.606000518799,0.0,240.192499542236
TX,236.359997558594,0.0,240.894000244141,0.0,240.802001953125,0.0,242.41799621582,0.0,243.736002349854,0.0,240.266999816895,0.0,239.278500366211,0.0,233.569000244141
UT,240.730001831055,0.0,243.004000854492,0.0,246.666003417969,0.0,247.745999145508,0.0,250.040999603272,0.0,249.708501434326,0.0,248.609998321533,0.0,246.238997650146
VT,247.541998291016,0.0,254.344000244141,0.0,253.360000610352,0.0,252.892001342773,0.0,254.443499755859,0.0,253.413999938965,0.0,252.421499633789,0.0,245.558000183105
VA,247.27600402832,0.0,246.925997924804,0.0,246.295999145508,0.0,246.442001342774,0.0,246.1375,0.0,245.706999969483,0.0,245.843999481201,0.0,238.019999694824
WA,243.540002441406,0.0,244.874002075196,0.0,246.424002075195,0.0,245.632000732422,0.0,250.954500579834,0.0,245.457500457764,0.0,249.760999298096,0.0,242.153499603272
WV,234.339999389648,0.0,235.443997192383,0.0,234.629998779297,0.0,235.664001464844,0.0,237.311499786377,0.0,240.020498657227,0.0,237.39400100708,0.0,233.938998413086
WI,245.116000366211,0.0,243.93200378418,0.0,246.436001586914,0.0,247.289999389648,0.0,246.634999847412,0.0,248.537499237061,0.0,248.436499786377,0.0,244.934001922608
WY,249.429998779297,0.0,248.12200012207,0.0,250.183996582031,0.0,250.560000610352,0.0,253.032999420166,0.0,249.688999938965,0.0,249.527000427246,0.0,243.210999298096
