,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IN,283.798004150391,0.0,286.376000976562,0.0,287.002001953125,0.0,286.928002929687,0.0,289.139500427246,0.0,291.39100189209,0.0,294.751498413086,0.0,292.226501464844
IA,288.64599609375,0.0,289.94799194336,0.0,286.884002685547,0.0,287.605999755859,0.0,290.517997741699,0.0,289.756503295899,0.0,290.730497741699,0.0,287.953999328613
KS,289.364001464844,0.0,288.6580078125,0.0,287.591998291016,0.0,289.45400390625,0.0,290.196002197266,0.0,289.003500366211,0.0,291.335499572754,0.0,287.403498840332
KY,286.240002441406,0.0,283.352001953125,0.0,287.970001220703,0.0,290.391998291016,0.0,292.460998535156,0.0,291.078497314453,0.0,289.818499755859,0.0,289.185000610352
LA,275.828002929688,0.0,275.243994140625,0.0,276.219995117188,0.0,278.258001708984,0.0,279.809503173828,0.0,279.318496704102,0.0,280.929997253418,0.0,283.197001647949
ME,292.20599975586,0.0,290.240002441406,0.0,289.056005859375,0.0,292.74599609375,0.0,292.499998474121,0.0,289.109002685547,0.0,293.471501159668,0.0,290.912498474121
MD,285.964007568359,0.0,288.707995605469,0.0,291.047998046875,0.0,295.271997070313,0.0,296.645001220703,0.0,293.197996520996,0.0,294.272499084473,0.0,292.033004760742
MA,296.705999755859,0.0,295.229998779297,0.0,296.717999267578,0.0,298.394000244141,0.0,301.204998779297,0.0,298.367999267578,0.0,302.11549987793,0.0,298.725999450684
MI,284.139996337891,0.0,283.777996826172,0.0,286.249993896485,0.0,286.917999267578,0.0,287.963999938965,0.0,286.898504638672,0.0,289.43150177002,0.0,286.891998291016
MN,290.84599609375,0.0,290.307995605469,0.0,291.161993408203,0.0,292.861999511719,0.0,293.928997802734,0.0,293.523999023438,0.0,293.151499938965,0.0,289.771998596191
MS,273.782006835938,0.0,272.817993164063,0.0,274.894000244141,0.0,277.272003173828,0.0,276.324499511719,0.0,275.728497314453,0.0,280.607496643067,0.0,281.03399810791
MO,286.748004150391,0.0,286.658001708984,0.0,288.917999267578,0.0,289.507995605469,0.0,290.459997558594,0.0,290.760000610352,0.0,289.936499023438,0.0,288.517999267578
MT,290.289996337891,0.0,290.765997314453,0.0,290.261999511719,0.0,293.201995849609,0.0,292.799002075195,0.0,290.719500732422,0.0,289.007998657227,0.0,289.369999694824
NE,288.89800415039,0.0,289.428002929688,0.0,288.668005371094,0.0,289.251995849609,0.0,290.689500427246,0.0,291.381498718262,0.0,291.930503845215,0.0,289.147500610352
NV,278.329998779297,0.0,277.29599609375,0.0,278.497998046875,0.0,282.252001953125,0.0,286.116500854492,0.0,283.40050201416,0.0,284.060005187988,0.0,284.593501281738
NH,292.39599609375,0.0,290.449993896484,0.0,292.797998046875,0.0,292.39599609375,0.0,296.350003051758,0.0,296.737503051758,0.0,297.137997436524,0.0,292.446501159668
NJ,291.937994384766,0.0,292.308001708984,0.0,294.344000244141,0.0,297.778002929688,0.0,298.504499816895,0.0,295.223001098633,0.0,301.055502319336,0.0,299.412501525879
NM,275.00400390625,0.0,273.55,0.0,277.944000244141,0.0,278.25599975586,0.0,278.322497558594,0.0,276.407501220703,0.0,280.332002258301,0.0,279.179501342774
NY,289.05400390625,0.0,287.146002197266,0.0,288.891998291016,0.0,290.129998779297,0.0,290.521997070313,0.0,288.667999267578,0.0,290.132501220703,0.0,288.531997680664
NC,282.907995605469,0.0,283.727996826172,0.0,284.655999755859,0.0,286.403997802735,0.0,288.128498840332,0.0,286.035502624512,0.0,288.470497131348,0.0,288.84100189209
ND,289.384002685547,0.0,286.560003662109,0.0,287.241998291016,0.0,288.032000732422,0.0,288.161001586914,0.0,287.523501586914,0.0,287.433999633789,0.0,286.252496337891
OH,290.90199584961,0.0,290.214007568359,0.0,290.315997314453,0.0,290.982000732422,0.0,293.309999084473,0.0,290.76199798584,0.0,293.807498168945,0.0,293.783499145508
OK,281.279998779297,0.0,281.923999023437,0.0,281.570001220703,0.0,282.479998779297,0.0,284.200498962402,0.0,284.658500671387,0.0,283.593000793457,0.0,281.566502380371
OR,287.928002929688,0.0,288.979998779297,0.0,288.481994628906,0.0,288.033990478516,0.0,291.114495849609,0.0,290.604498291016,0.0,291.12200012207,0.0,290.184497070312
PA,290.638000488281,0.0,290.823999023438,0.0,293.132006835938,0.0,292.172003173828,0.0,295.657000732422,0.0,293.834498596192,0.0,294.61600189209,0.0,291.382499694824
RI,285.342004394531,0.0,283.142004394531,0.0,283.152001953125,0.0,288.340008544922,0.0,290.720002746582,0.0,290.028497314453,0.0,292.702996826172,0.0,290.91600189209
SC,280.661993408203,0.0,280.594000244141,0.0,280.366003417969,0.0,282.467999267578,0.0,285.190000915527,0.0,283.566500854492,0.0,285.955001831055,0.0,285.218501281738
SD,288.547998046875,0.0,289.776000976563,0.0,289.653997802735,0.0,288.976000976563,0.0,289.690000915528,0.0,288.467500305176,0.0,289.46149597168,0.0,287.230503845215
TN,282.063995361328,0.0,281.600006103515,0.0,283.591998291016,0.0,282.920001220703,0.0,288.073001098633,0.0,288.04949798584,0.0,286.67449798584,0.0,287.356498718262
TX,282.167999267578,0.0,283.270001220703,0.0,282.722003173828,0.0,282.385998535156,0.0,286.26499786377,0.0,283.861499023438,0.0,283.710000610352,0.0,281.011497497559
UT,284.756005859375,0.0,285.331994628906,0.0,287.5,0.0,289.653997802735,0.0,292.888000488281,0.0,291.800001525879,0.0,292.090002441406,0.0,292.097999572754
VT,291.240002441406,0.0,293.703997802734,0.0,293.95199584961,0.0,297.9,0.0,297.458000183106,0.0,296.922999572754,0.0,297.66499786377,0.0,294.661996459961
VA,290.523992919922,0.0,288.418005371094,0.0,286.986004638672,0.0,290.552008056641,0.0,291.284498596191,0.0,290.601002502441,0.0,291.861999511719,0.0,289.084503173828
WA,289.611999511719,0.0,288.432006835938,0.0,290.436004638672,0.0,292.515997314453,0.0,295.973498535156,0.0,292.304998779297,0.0,295.790501403809,0.0,294.60350189209
WV,278.183990478516,0.0,279.179992675781,0.0,278.282006835938,0.0,280.167999267578,0.0,281.254000854492,0.0,282.910003662109,0.0,283.4625,0.0,281.345504760742
WI,289.888000488281,0.0,288.373999023438,0.0,288.55599975586,0.0,289.39599609375,0.0,290.962501525879,0.0,292.909495544434,0.0,293.806999206543,0.0,293.420498657227
WY,288.858001708985,0.0,287.260003662109,0.0,288.256005859375,0.0,290.596002197266,0.0,290.323497009278,0.0,289.81650390625,0.0,291.401501464844,0.0,288.907000732422
