,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MS,251.957995605469,0.0,251.407998657227,0.0,252.862002563477,0.0,255.693994140625,0.0,254.995497894287,0.0,254.174002075195,0.0,258.157000732422,0.0,258.885002136231
MO,265.95400390625,0.0,265.488000488281,0.0,268.710003662109,0.0,269.457989501953,0.0,269.369502258301,0.0,269.629995727539,0.0,268.991500854492,0.0,266.998498535156
MT,270.923999023438,0.0,273.306005859375,0.0,272.367999267578,0.0,274.898004150391,0.0,274.223497009277,0.0,271.371998596192,0.0,269.785000610352,0.0,268.183999633789
NE,269.647998046875,0.0,269.111999511719,0.0,269.60199584961,0.0,270.023999023438,0.0,270.912997436524,0.0,272.121499633789,0.0,271.616499328613,0.0,267.040501403809
NV,255.55199584961,0.0,255.340002441407,0.0,256.216000366211,0.0,260.667999267578,0.0,264.01549987793,0.0,261.884498596192,0.0,262.663497924805,0.0,261.749003601074
NH,271.490002441406,0.0,271.329998779297,0.0,272.550006103516,0.0,273.497998046875,0.0,276.000498962403,0.0,277.196501159668,0.0,277.218000793457,0.0,270.585499572754
NJ,271.272003173828,0.0,273.017999267578,0.0,274.788000488281,0.0,276.777996826172,0.0,278.04049987793,0.0,272.967498779297,0.0,278.040998840332,0.0,273.919500732422
NM,252.37200012207,0.0,253.205996704101,0.0,256.692004394531,0.0,257.817999267578,0.0,257.49949798584,0.0,255.646000671387,0.0,257.721499633789,0.0,254.138998413086
NY,267.384002685547,0.0,266.3,0.0,266.603997802734,0.0,268.028009033203,0.0,268.218000793457,0.0,265.548997497559,0.0,266.706500244141,0.0,264.469500732422
NC,260.719995117187,0.0,262.585998535156,0.0,262.023999023437,0.0,264.817999267578,0.0,266.488005065918,0.0,264.090501403809,0.0,265.749501037598,0.0,265.209001159668
ND,271.730004882813,0.0,269.032000732422,0.0,271.148004150391,0.0,270.281994628907,0.0,269.528002929688,0.0,269.26499786377,0.0,267.983500671387,0.0,266.969499206543
OH,268.823992919922,0.0,270.088000488281,0.0,270.85599975586,0.0,270.365997314453,0.0,271.333502197266,0.0,268.401498413086,0.0,271.380500793457,0.0,269.858497619629
OK,261.564001464844,0.0,261.844000244141,0.0,262.117999267578,0.0,262.609997558594,0.0,264.422001647949,0.0,266.168502807617,0.0,263.908996582031,0.0,261.682000732422
OR,266.25,0.0,268.423999023438,0.0,267.834002685547,0.0,266.641998291016,0.0,270.509497070313,0.0,269.633502197266,0.0,268.991496276855,0.0,266.64049987793
PA,269.820001220703,0.0,270.325994873047,0.0,273.429998779297,0.0,270.511999511719,0.0,274.584001159668,0.0,271.607998657227,0.0,272.388996887207,0.0,266.870504760742
RI,263.053997802734,0.0,260.814007568359,0.0,262.852001953125,0.0,267.435992431641,0.0,269.481002807617,0.0,267.832499694824,0.0,269.631999206543,0.0,266.706999206543
SC,258.405999755859,0.0,259.667999267578,0.0,258.365997314453,0.0,261.448004150391,0.0,263.129501342774,0.0,262.358499145508,0.0,262.89750366211,0.0,261.889999389649
SD,270.532000732422,0.0,271.922003173828,0.0,272.201995849609,0.0,271.242004394531,0.0,270.257498168945,0.0,269.259996032715,0.0,270.155001831055,0.0,266.014497375489
TN,261.115997314453,0.0,260.990002441407,0.0,263.012005615234,0.0,261.256005859375,0.0,267.499502563477,0.0,266.698501586914,0.0,264.552001953125,0.0,264.854501342774
TX,260.440002441406,0.0,262.65400390625,0.0,263.002001953125,0.0,262.983996582031,0.0,265.71549987793,0.0,262.890998840332,0.0,262.545501708984,0.0,258.878999328613
UT,264.533996582031,0.0,265.779998779297,0.0,268.202001953125,0.0,270.021997070313,0.0,272.588502502442,0.0,271.800001525879,0.0,271.778997802735,0.0,270.933502197266
VT,270.95200805664,0.0,275.181994628906,0.0,274.31000366211,0.0,276.478002929688,0.0,276.977001953125,0.0,276.159498596192,0.0,276.63999786377,0.0,272.601499938965
VA,269.337994384766,0.0,268.214001464844,0.0,267.489996337891,0.0,269.374005126953,0.0,269.620001220703,0.0,269.56549987793,0.0,270.28699798584,0.0,265.644497680664
WA,267.740008544922,0.0,267.520001220703,0.0,269.007995605469,0.0,269.890002441406,0.0,274.406999206543,0.0,270.08699798584,0.0,273.99649810791,0.0,270.16300201416
WV,257.398004150391,0.0,259.25599975586,0.0,258.022003173828,0.0,258.80400390625,0.0,260.56849975586,0.0,262.826998901367,0.0,262.203001403809,0.0,259.555497741699
WI,268.696002197266,0.0,267.511999511719,0.0,268.75599975586,0.0,269.585998535156,0.0,269.845001220703,0.0,272.153996276856,0.0,272.24700012207,0.0,270.866499328613
WY,270.277996826172,0.0,268.908001708984,0.0,269.420001220703,0.0,271.909997558594,0.0,272.281500244141,0.0,270.590998840332,0.0,271.431999206543,0.0,267.265998840332
