,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
NC,301.25400390625,0.0,301.415997314453,0.0,303.05,0.0,304.482000732422,0.0,307.117997741699,0.0,305.501997375488,0.0,307.054000854492,0.0,308.763497924805
ND,305.667999267578,0.0,300.753991699219,0.0,301.079998779297,0.0,302.541998291016,0.0,304.205999755859,0.0,303.043997192383,0.0,303.653001403809,0.0,302.329498291016
OH,308.277996826172,0.0,307.518005371094,0.0,307.994000244141,0.0,308.398004150391,0.0,311.764001464844,0.0,308.844000244141,0.0,312.873500061035,0.0,313.121998596192
OK,298.437994384766,0.0,298.744006347657,0.0,297.223999023438,0.0,299.724005126953,0.0,301.530499267578,0.0,300.43800201416,0.0,300.346501159668,0.0,297.865000915528
OR,304.694006347656,0.0,305.924005126953,0.0,305.448004150391,0.0,306.25199584961,0.0,309.187501525879,0.0,308.830505371094,0.0,310.040997314453,0.0,310.104997253418
PA,308.180004882813,0.0,307.844006347656,0.0,309.453997802735,0.0,310.039996337891,0.0,313.229501342773,0.0,311.613497924805,0.0,313.487496948242,0.0,311.04049987793
RI,304.790002441406,0.0,301.871997070313,0.0,300.7,0.0,307.120001220703,0.0,308.281500244141,0.0,308.723001098633,0.0,311.522500610352,0.0,310.788499450684
SC,299.835998535156,0.0,297.944000244141,0.0,300.14400024414,0.0,300.557995605469,0.0,304.168000793457,0.0,301.796502685547,0.0,305.206001281738,0.0,304.151501464844
SD,303.927996826172,0.0,305.086004638672,0.0,303.491998291016,0.0,304.65400390625,0.0,306.51549987793,0.0,304.700999450684,0.0,305.600997924805,0.0,305.267501831055
TN,299.423999023438,0.0,298.920001220703,0.0,300.321997070313,0.0,301.989996337891,0.0,305.748498535156,0.0,306.22200012207,0.0,304.382499694824,0.0,306.683502197266
TX,301.021990966797,0.0,301.026000976562,0.0,299.523992919922,0.0,299.661999511719,0.0,303.58150177002,0.0,302.502996826172,0.0,301.823500061035,0.0,299.122000122071
UT,301.979998779297,0.0,302.067999267578,0.0,303.714001464844,0.0,306.033996582031,0.0,309.975001525879,0.0,309.252494812012,0.0,309.223001098633,0.0,310.652000427246
VT,309.231994628906,0.0,309.689996337891,0.0,309.564001464844,0.0,315.608001708984,0.0,314.817498779297,0.0,314.191000366211,0.0,315.41350402832,0.0,313.371502685547
VA,307.755999755859,0.0,305.732000732422,0.0,304.525994873047,0.0,308.515997314453,0.0,309.559498596192,0.0,308.430000305176,0.0,310.481498718262,0.0,308.530996704102
WA,307.146002197266,0.0,305.726007080078,0.0,308.421997070313,0.0,311.011999511719,0.0,314.122502136231,0.0,310.536497497559,0.0,315.222500610352,0.0,314.805001831055
WV,296.102001953125,0.0,295.565997314453,0.0,296.476000976563,0.0,297.188000488281,0.0,299.836996459961,0.0,299.766505432129,0.0,301.35299987793,0.0,299.112495422363
WI,308.429998779297,0.0,305.117999267578,0.0,305.221997070313,0.0,306.620007324219,0.0,309.056504821777,0.0,310.852502441407,0.0,311.037001037598,0.0,311.160998535156
WY,305.127996826172,0.0,302.209997558594,0.0,303.0,0.0,307.015997314453,0.0,305.818000793457,0.0,306.771000671387,0.0,308.358999633789,0.0,306.257998657227
